|Título apartamento|Preço do apartamento|Quantidade de quarto|Area do apartamento|Taxa do condomínio|Vagas de garagem|Endereco do apartamento|Quantidade de suítes|Quantidade de banheiro
844|Apartamento para Venda em Natal, PONTA NEGRA - CONDOMÍNIO MARIA ANTONIETTA, 2 dormitórios|R$ 450.000|2 quartos|114m²|R$ 1.100|1 vaga|Natal, Ponta Negra | |1
845|Apartamento para Venda em Natal, LAGOA NOVA - RESIDENCIAL MARIA RODRIGUES, 3 dormitórios,|R$ 585.000|3 quartos|112m²|R$ 700|2 vagas|Natal, Lagoa Nova | |2
846|Apartamento para Venda em Natal, PETRÓPOLIS - CONDOMÍNIO RESIDENCIAL ALMÉRIO DE PAIVA, 3|R$ 580.000|3 quartos|160m²|R$ 1.280|2 vagas|Natal, Petrópolis | |2
847|Apartamento para Venda em Natal, CANDELÁRIA - ED. PALMA VERDI, 3 dormitórios, 3 suítes, 5|R$ 350.000|3 quartos|150m²|R$ 1.150|2 vagas|Natal, Candelária | |2
848|Apartamento para Venda em Natal, CANDELÁRIA - RESIDENCIAL MARIE GALANTE, 3 dormitórios, 1|R$ 370.000|3 quartos|100m²|R$ 580|3 vagas|Natal, Candelária | |3
849|Apartamento para Venda em Natal, DIX-SEPT ROSADO/LAGOA NOVA - ALVORADA RESIDENCIAL, 3 dor|R$ 341.000|3 quartos|75m²|R$ 450|2 vagas|Natal, Dix-Sept Rosado | |2
850|Apartamento para Venda em Natal, TIROL - RESIDENCIAL AVARANDADOS DO TIROL, 3 dormitórios,|R$ 390.000|3 quartos|150m²|R$ 1.000|2 vagas|Natal, Barro Vermelho | |2
851|Apartamento para Venda em Natal, TIROL - UNIQUE RÉSIDENCE, 4 dormitórios, 4 suítes, 6 ban|R$ 2.350.000|4 quartos|281m²|R$ 2.200|4 vagas|Natal, Tirol | |4
852|Apartamento Para Venda em Lagoa Nova - Natal-RN|R$ 240.000|3 quartos|90m²|R$ 836|1 vaga|Natal, Lagoa Nova | |1
853|Lacqua Apartamento para venda com 92 metros quadrados com 3 quartos em Neópolis - Natal - |R$ 387.000|3 quartos|92m²|R$ 555|2 vagas|Natal, Neópolis | |2
854|Dakota - Apartamento para venda tem 56 metros quadrados com 2 quartos em Tirol - Natal - R|R$ 320.000|2 quartos|56m²|R$ 470|1 vaga|Natal, Tirol | |1
855|DUO - repasse - Apartamento para venda com 134 m² - 3 suítes - Capim Macio - Natal - RN|R$ 930.283|3 quartos|134m²|R$ 0|2 vagas|Natal, Capim Macio | |2
856|DUO - repasse - Apartamento para venda com 117 m² - 3 suítes - Capim Macio - Natal - RN|R$ 807.070|3 quartos|117m²|R$ 0|2 vagas|Natal, Capim Macio | |2
857|Tirol Garden - Apartamento para venda com 161m²  - Tirol - Natal - RN|R$ 1.179.900|4 quartos|161m²|R$ 950|3 vagas|Natal, Tirol | |3
858| | | | | | | | | 
859|DUO - repasse - Apartamento para venda com 75 m² - 2 quartos - Capim Macio - Natal - RN|R$ 497.728|2 quartos|75m²|R$ 0|2 vagas|Natal, Capim Macio | |2
860|Tirol Garden - Apartamento 3 suítes + home office para venda possui 157 m² - Tirol - Natal|R$ 1.190.000|3 quartos|157m²|R$ 0|4 vagas|Natal, Tirol | |4
861|Flat para venda possui 35 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 2.400|1 quarto|35m²|R$ 1|1 vaga|Natal, Ponta Negra | |1
862| | | | | | | | | 
863|Duplex para venda com 126 metros quadrados com 3 quartos em Neópolis - Natal - RN|R$ 950.000|3 quartos|126m²|R$ 595|2 vagas|Natal, Neópolis | |2
864|Flat para venda com 30 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 185.000|1 quarto|30m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
865|Flat para venda possui 47 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 385.000|1 quarto|47m²|R$ 1.100|1 vaga|Natal, Ponta Negra | |1
866|Vendo flat 100% mobiliado com vista para o mar em Areia Preta - Natal - RN|R$ 200.000|1 quarto|34m²|R$ 624|1 vaga|Natal, Areia Preta | |1
867|Flat para venda com 67 metros quadrados com 1 quarto em Areia Preta - Natal - Rio Grande d|R$ 1.800.000|1 quarto|67m²|R$ 624|1 vaga|Natal, Areia Preta | |1
868|Flat para venda tem 54 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 330.000|1 quarto|54m²|R$ 632|1 vaga|Natal, Ponta Negra | |1
869|Duplex para venda com 3 quartos em Lagoa Nova - Natal - RN|R$ 819.900|3 quartos|162m²|R$ 780|3 vagas|Natal, Lagoa Nova | |3
870|Flat para venda possui 42 metros em Ponta Negra - Natal - RN|R$ 200.000|1 quarto|42m²|R$ 300|1 vaga|Natal, Ponta Negra | |1
871|Flat para venda possui 38 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 400.000|1 quarto|38m²|R$ 333|1 vaga|Natal, Ponta Negra | |1
872|Flat para venda tem 52 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 255.000|2 quartos|52m²|R$ 1.250|1 vaga|Natal, Ponta Negra | |1
873|Flat para venda tem 26 m² com 1 qto em Ponta Negra - Natal - RN|R$ 229.000|1 quarto|26m²|R$ 420|1 vaga|Natal, Ponta Negra | |1
874|Flat para venda metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 290.000|1 quarto|34m²|R$ 748|1 vaga|Natal, Ponta Negra | |1
875|Cobertura para venda tem 413 metros quadrados com 4 quartos em Areia Preta - Natal - RN|R$ 4.200.000|4 quartos|413m²|R$ 0|4 vagas|Natal, Areia Preta | |4
876|Flat para venda possui 47m² com vista para o mar com 1 quarto em Areia Preta - Natal - RN|R$ 215.000|1 quarto|47m²|R$ 570|1 vaga|Natal, Areia Preta | |1
877| | | | | | | | | 
878|Flat para venda com 240 metros quadrados com 4 quartos em Ponta Negra - Natal - RN|R$ 2.000.000|4 quartos|240m²|R$ 1.500| |Natal, Ponta Negra | |Churrasqueira, Varanda, Piscina, Mobiliado, Ar condicionado, Academia
879|Flat para venda com 72  metros quadrados com 1 quarto Ponta Negra - Natal - RN|R$ 300.000|1 quarto|72m²|R$ 1.000|1 vaga|Natal, Ponta Negra | |1
880|Duplex para venda no Infinity Areia Preta com 406 m², 4 suítes - Natal - RN|R$ 4.200.000|4 quartos|406m²|R$ 3.500|5 ou mais vagas|Natal, Areia Preta | |5 ou mais
881|Triplex para venda possui 1000 metros quadrados com 6 quartos em Capim Macio - Natal - RN|R$ 1.990.000|5 ou mais quartos|1000m²|R$ 0|5 ou mais vagas|Natal, Capim Macio | |5 ou mais
882|Cobertura para venda possui 506m² com 04 suíte em Tirol - Natal - RN|R$ 1.900.000|4 quartos|506m²|R$ 0|1 vaga|Natal, Tirol | |1
883|Flat para venda com 43 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 200.000|1 quarto|43m²|R$ 530|1 vaga|Natal, Ponta Negra | |1
884| | | | | | | | | 
885|Aptº para venda tem 370m² com 4 suítes - Natal - RN|R$ 2.500.000|4 quartos|370m²|R$ 2.875|4 vagas|Natal, Ribeira | |4
886|Flat para venda com 32 metros quadrados com 1 quarto em Praia do Meio - Natal - RN|R$ 122.000|1 quarto|32m²|R$ 450|1 vaga|Natal, Praia do Meio | |1
887|Flat para venda possui 40 metros quadrados com 1 quarto em Praia do Meio - Natal - RN|R$ 100.000|1 quarto|40m²|R$ 510|1 vaga|Natal, Praia do Meio | |1
888|Flat para venda com 38 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 210.000|1 quarto|38m²|R$ 1.000|1 vaga|Natal, Ponta Negra | |1
889|Duplex para venda tem 270 metros quadrados com 3 quartos em Lagoa Nova - Natal - RN|R$ 500.000|3 quartos|270m²|R$ 1.250|2 vagas|Natal, Lagoa Nova | |2
890|Flat para venda mobiliado com 39m²  com 1 quarto em Ponta Negra - Natal - RN|R$ 210.000|1 quarto|39m²|R$ 463|1 vaga|Natal, Ponta Negra | |1
891| | | | | | | | | 
892|Cobertura duplex para venda com 126 metros quadrados com 2 quartos em Neópolis - Natal - R|R$ 900.000|2 quartos|126m²|R$ 0|2 vagas|Natal, Neópolis | |2
893|Flat Residencial para venda, Ponta Negra, Natal - .|R$ 160.000|1 quarto|10m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
894|Loft para venda com 40 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 300.000|1 quarto|40m²|R$ 632|1 vaga|Natal, Ponta Negra | |1
895| | | | | | | | | 
896|Duplex para venda com 311 metros quadrados com 4 quartos em Lagoa Nova - Natal - RN|R$ 1.380.000|4 quartos|311m²|R$ 0|3 vagas|Natal, Lagoa Nova | |3
897|Vendo Apto 64m2 para Investidores no Cond. Quality Suítes Natal Plaza em Ponta Negra|R$ 389.000|2 quartos|64m²|R$ 1.190|1 vaga|Natal, Ponta Negra | |1
898|Flat para venda tem 45 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 390.000|2 quartos|45m²|R$ 1.500| |Natal, Ponta Negra | |Condomínio fechado, Portaria
899|Flat para venda com 35 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 350.000|1 quarto|35m²|R$ 333|1 vaga|Natal, Ponta Negra | |1
900|Flat para venda tem 37 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 219.900|1 quarto|37m²|R$ 545|1 vaga|Natal, Ponta Negra | |1
901|Flat para venda possui 32 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 195.000|1 quarto|32m²|R$ 532|1 vaga|Natal, Ponta Negra | |1
902|Cobertura para venda possui 91 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 1.132.000|2 quartos|91m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
903| | | | | | | | | 
904|Loft para venda tem 47 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 343.400|1 quarto|47m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
905|Flat para venda possui 38 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 210.000|1 quarto|38m²|R$ 1.611| |Natal, Ponta Negra | |Armários na cozinha, Ar condicionado, Mobiliado, Piscina, Academia, Varanda
906|Flat para venda possui 21 m² com 1 suíte em Ponta Negra - Natal - RN|R$ 159.000|1 quarto|21m²|R$ 773| |Natal, Ponta Negra | |Mobiliado, Ar condicionado, Piscina
907|Flat para venda tem 34 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 290.000|1 quarto|34m²|R$ 748|1 vaga|Natal, Ponta Negra | |1
908| | | | | | | | | 
909|Flat para venda possui 53 metros quadrados em Ponta Negra - Natal - RN|R$ 340.000|2 quartos|53m²|R$ 1.300|2 vagas|Natal, Ponta Negra | |2
910|Disponível para venda  Quality Suites Natal Ponta Negra|R$ 220.000|1 quarto|27m²|R$ 420|1 vaga|Natal, Ponta Negra | |1
911|Flat para venda com 30 metros quadrados com 1 quarto em Capim Macio - Natal - RN|R$ 195.000|1 quarto|30m²|R$ 0| |Natal, Capim Macio | |Elevador
912|Flat para aluguel e venda tem 46 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 290.000|1 quarto|46m²|R$ 662|1 vaga|Natal, Ponta Negra | |1
913|Cobertura duplex para venda possui 505 metros quadrados com 4 quartos em Tirol - Natal - R|R$ 1.800.000|4 quartos|505m²|R$ 1.800|3 vagas|Natal, Tirol | |3
914|Cobertura duplex para venda tem 406 metros quadrados com 4 quartos em Areia Preta - Natal |R$ 3.980.000|4 quartos|406m²|R$ 3.300|5 ou mais vagas|Natal, Areia Preta | |5 ou mais
915|Duplex para venda possui 233 metros quadrados com 4 quartos em Tirol - Natal - RN|R$ 1.000.000|4 quartos|233m²|R$ 1.225|3 vagas|Natal, Tirol | |3
916|Flat para venda tem 27 metros quadrados com 1 quarto em Ponta Negra - Natal - RN|R$ 152.000|1 quarto|27m²|R$ 750|1 vaga|Natal, Ponta Negra | |1
917|Cobertura para venda com 136 metros quadrados com 4 quartos em Tirol - Natal - Rio Grande |R$ 800.000|3 quartos|136m²|R$ 0|2 vagas|Natal, Tirol | |2
918| | | | | | | | | 
919|Flat residencial para venda e locação, Petrópolis, Natal.|R$ 340.000|1 quarto|46m²|R$ 1.000|1 vaga|Natal, Petrópolis | |1
920|Flat para venda com 60 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 250.000|2 quartos|60m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
921|Cobertura para venda possui 100 metros quadrados com 2 quartos em Ponta Negra - Natal - RN|R$ 550.000|2 quartos|100m²|R$ 890|1 vaga|Natal, Ponta Negra | |1
922|Apartamento para venda com 79 metros no Terramaris em Ponta Negra, com 3/4.|R$ 730.000|3 quartos|79m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
923|Apartamento para venda com 56 metros quadrados com 2 quartos|R$ 298.000|2 quartos|56m²|R$ 380|1 vaga|Natal, Ponta Negra | |1
924| | | | | | | | | 
925|Prédio Residencial para Venda em Natal, Ponta Negra|R$ 1.080.000|600m²|Condomínio: R$ 0| | |Natal, Ponta Negra | |59090380
926|Flat para Venda em Natal, Ponta Negra, 1 dormitório, 1 banheiro, 1 vaga|R$ 389.990|1 quarto|38m²|R$ 333|1 vaga|Natal, Ponta Negra | |1
927|Apartamento para venda com 80m2 Em construção - entrada de 30mil|R$ 30.000|3 quartos|80m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
928|Apartamento à venda totalmente reformado -  com vista para o mar de Ponta Negra|R$ 560.000|1 quarto|51m²|R$ 607|1 vaga|Natal, Ponta Negra | |1
929|Apartamento região nobre para venda andar alto com 4 suíte próx. TRE|R$ 1.250.000|4 quartos|100m²|R$ 0|2 vagas|Natal, Tirol | |2
930| | | | | | | | | 
931|Apartamento para venda tem 50 metros quadrados com 2 quartos em Cidade da Esperança - Nata|R$ 129.900|2 quartos|50m²|R$ 200|1 vaga|Natal, Cidade da Esperança | |1
932|Prédio para Venda em Natal, Ponta Negra, 15 dormitórios, 15 suítes, 15 banheiros, 6 vagas|R$ 620.000|5 ou mais quartos|802m²|R$ 0|5 ou mais vagas|Natal, Ponta Negra | |5 ou mais
933|Apartamento para aluguel e venda tem 46 metros quadrados com 1 quarto em Praia do Meio - N|R$ 1.000|1 quarto|46m²|R$ 0|1 vaga|Natal, Praia do Meio | |1
934|Apartamento para venda tem 55 m3 - 2 quartos - Ed Olhar das Dunas - MOURA DUBEUX|R$ 381.000|2 quartos|55m²|R$ 0|1 vaga|Natal, Lagoa Nova | |1
935|Apartamento para venda com 79 metros quadrados com 3 quartos|R$ 420.000|3 quartos|79m²|R$ 350|2 vagas|Natal, Ponta Negra | |2
936| | | | | | | | | 
937|Apartamento para venda possui 66 m2 com 2 quartos, ambiente TOP.|R$ 222.000|2 quartos|66m²|R$ 250|1 vaga|Natal, Lagoa Nova | |1
938|Apartamento para venda a partir de 55m², 2/4, sendo 1 suíte no Paradise Village|R$ 330.000|2 quartos|55m²|R$ 0|1 vaga|Natal, Capim Macio | |1
939|Apartamento para venda  em Lagoa Nova|R$ 750.000|3 quartos|131m²|R$ 0|3 vagas|Natal, Lagoa Nova | |3
940|Apartamento para venda tem 165 metros quadrados Condomínio Firenze com 4 Suítes|R$ 1.200.000|5 ou mais quartos|165m²|R$ 980|3 vagas|Natal, Lagoa Nova | |3
941| | | | | | | | | 
942|Apartamento para venda possui 175 metros quadrados com 3 suítes entrega em 2025|R$ 1.215.000|4 quartos|175m²|R$ 1|3 vagas|Natal, Tirol | |3
943|Apartamento para venda possui 73 metros - Entrada Facilitada|R$ 25.000|3 quartos|73m²|R$ 0|1 vaga|Natal, Nossa Senhora de Nazaré | |1
944|Cobertura para Venda em Natal, Ponta Negra, 2 dormitórios, 2 suítes, 3 banheiros, 2 vagas|R$ 700.000|2 quartos|120m²|R$ 900|2 vagas|Natal, Ponta Negra | |2
945|Flat para Venda em Natal/RN no bairro Ponta Negra, residencial Kings Flat.|R$ 399.980|1 quarto|74m²|R$ 1.094|1 vaga|Natal, Ponta Negra | |1
946|Apartamento para venda com 120 m2 em Tirol por R$665.000,00|R$ 665.000|3 quartos|120m²|R$ 0|2 vagas|Natal, Tirol | |2
947|Apartamento para venda com 53 metros quadrados com 2 quartos|R$ 129.000|2 quartos|53m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
948| | | | | | | | | 
949|Apartamento para venda com 86 metros|R$ 510.000|3 quartos|86m²|R$ 0|2 vagas|Natal, Lagoa Nova | |2
950|Flat para Venda em Natal/RN no bairro Ponta Negra, residencial Kings Flat.|R$ 549.990|1 quarto|74m²|R$ 1.450|1 vaga|Natal, Ponta Negra | |1
951|Apartamento para venda com 86 metros quadrados com 3 quartos sendo 1 suíte.|R$ 390.000|3 quartos|86m²|R$ 375|2 vagas|Natal, Candelária | |2
952|Apartamento para aluguel e venda possui 147 metros quadrados com 4 quartos em Tirol - Nata|R$ 3.000|4 quartos|147m²|R$ 1.450|2 vagas|Natal, Tirol | |2
953|Apartamento para venda com 3 suítes no bairro do Tirol|R$ 559.000|3 quartos|104m²|R$ 840|2 vagas|Natal, Tirol | |2
954|Apartamento Mobiliado em Ponta Negra, 2 quartos, para venda ou locação.|R$ 580.000|2 quartos|55m²|R$ 600|1 vaga|Natal, Ponta Negra | |1
955|Apartamento para venda Petrópolis tem 56 metros quadrados com 2 quartos|R$ 240.000|2 quartos|56m²|R$ 400|1 vaga|Natal, Petrópolis | |1
956|Apartamento para venda tem 77 metros quadrados com 3 quartos em Nossa Senhora de Nazaré - |R$ 360.000|3 quartos|77m²|R$ 390|2 vagas|Natal, Nossa Senhora de Nazaré | |2
957|Apartamento para aluguel e venda com 60 metros quadrados com 1 quarto|R$ 200.000|1 quarto|60m²|R$ 0|1 vaga|Natal, Petrópolis | |1
958|Ótimo Apartamento todo reformado no Ville Sainte Anne - Para Locação e Venda - Bairro - La|R$ 320.000|3 quartos|93m²|R$ 1.100|2 vagas|Natal, Lagoa Nova | |2
959|Apartamento para venda possui 119 m2 TODO reformado com 2 suítes , sendo uma SUPER MASTER!|R$ 890.000|2 quartos|119m²|R$ 1.050|2 vagas|Natal, Tirol | |2
960|Apartamento para venda possui 449 m2 em Petrópolis|R$ 3.200.000|4 quartos|449m²|R$ 2.500|4 vagas|Natal, Petrópolis | |4
961|Apartamento para venda com 3 suítes em Lagoa Nova|R$ 900.000|3 quartos|120m²|R$ 900| |Natal, Lagoa Nova | |Churrasqueira, Piscina, Academia
962|Apartamento para venda no Sun Gardens - Satélite|R$ 220.000|2 quartos|57m²|R$ 350|2 vagas|Natal, Pitimbu | |2
963|Apartamento para venda possui 196metros quadrados 4suites|R$ 1.600.000|4 quartos|192m²|R$ 0|4 vagas|Natal, Capim Macio | |4
964|Apartamento para venda com 80 metros quadrados com 3 quartos - 1 suíte - 1 reversível - 1 |R$ 630.000|3 quartos|80m²|R$ 550|2 vagas|Natal, Ponta Negra | |2
965| | | | | | | | | 
966|Apartamento para venda possui 70 metros quadrados com 3 quartos|R$ 450.000|3 quartos|70m²|R$ 0|2 vagas|Natal, Nossa Senhora de Nazaré | |2
967|Apartamento para Venda em Ponta Negra - 2 quartos sendo 1 suíte - Cond. Estrela do Atlânti|R$ 440.895|2 quartos|58m²|R$ 373|1 vaga|Natal, Ponta Negra | |1
968|Apartamento em Areia Preta Mobiliado para venda|R$ 570.000|2 quartos|89m²|R$ 800|1 vaga|Natal, Areia Preta | |1
969|Apartamento para venda possui 47 m² com 2 qtos em Nova Parnamirim - Parnamirim - RN|R$ 127.000|2 quartos|47m²|R$ 180|1 vaga|Parnamirim, Nova Parnamirim | |1
970|Apartamento para venda possui 70 metros quadrados com 2 quartos|R$ 135.000|2 quartos|70m²|R$ 200|1 vaga|Natal, Neópolis | |1
971|Apartamento para venda com 166 metros quadrados com 3 quartos em Tirol|R$ 1.690.000|3 quartos|166m²|R$ 950|3 vagas|Natal, Tirol | |3
972|Apartamento para venda tem 113m em lagoa nova|R$ 649.000|3 quartos|113m²|R$ 770|2 vagas|Natal, Lagoa Nova | |2
973| | | | | | | | | 
974|Apartamento para venda possui 56 metros quadrados com 2 quartos|R$ 285.000|2 quartos|56m²|R$ 300|1 vaga|Natal, Candelária | |1
975|Apartamento para venda ponta negra Towers possui 66 metros quadrados com 2 quartos|R$ 450.000|2 quartos|66m²|R$ 480|1 vaga|Natal, Ponta Negra | |1
976|Apartamento para venda possui 55 metros quadrados com 2 quartos|R$ 260.000|2 quartos|55m²|R$ 0|1 vaga|Natal, Capim Macio | |1
977|Apartamento com 3 quartos para venda em Lagoa Nova.|R$ 230.000|3 quartos|80m²|R$ 550|2 vagas|Natal, Lagoa Nova | |2
978| | | | | | | | | 
979|Apartamento para  venda possui 54m² com 2 quartos sendo 1 suite|R$ 240.000|2 quartos|54m²|R$ 300|1 vaga|Natal, Ponta Negra | |1
980|Apartamento para aluguel e venda com 79 metros quadrados com 3 quartos em Ponta Negra - Na|R$ 4.300|3 quartos|79m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
981|Apartamento para venda ponta negra com 56 metros quadrados com 2 quartos|R$ 199.999|2 quartos|56m²|R$ 315|1 vaga|Natal, Ponta Negra | |1
982|Apartamento para venda Tirol possui 119metros quadrados com 3 suíte+dep. Completa|R$ 520.000|3 quartos|100m²|R$ 700|3 vagas|Natal, Barro Vermelho | |3
983|Apartamento para venda possui 142m2 no Tirol|R$ 850.000|3 quartos|142m²|R$ 800|2 vagas|Natal, Barro Vermelho | |2
984|Apartamento duplex para venda tem 179 m2 em Lagoa Nova|R$ 1.350.000|3 quartos|179m²|R$ 0|4 vagas|Natal, Lagoa Nova | |4
985|Apartamento para aluguel e venda com 79 metros quadrados com 3 quartos em Ponta Negra - Na|R$ 670.000|3 quartos|79m²|R$ 0|2 vagas|Natal, Ponta Negra | |2
986|Apartamento para venda tem 40m2 , beira-mar, mobiliado|R$ 230.000|1 quarto|40m²|R$ 625|1 vaga|Natal, Areia Preta | |1
987|Apartamento para venda possui 150 m2 - 3 quartos - 1 suíte|R$ 370.000|3 quartos|150m²|R$ 1.470|2 vagas|Natal, Barro Vermelho | |2
988|Apartamento para venda possui 90 metros quadrados com 3 quartos|R$ 349.000|3 quartos|90m²|R$ 550|2 vagas|Natal, Lagoa Nova | |2
989|Apartamento para venda tem 55 metros quadrados com 1 quarto|R$ 115.000|1 quarto|55m²|R$ 0|1 vaga|Natal, Capim Macio | |1
990|Apartamento para venda tem 98 m2 com 3 quartos em Tirol|R$ 400.000|3 quartos|98m²|R$ 1.650|2 vagas|Natal, Tirol | |2
991|Apartamento para venda tem 165 metros quadrados|R$ 787.000|3 quartos|165m²|R$ 1.200|3 vagas|Natal, Lagoa Nova | |3
992|Apartamento para aluguel e venda possui 55 metros quadrados com 2 Q|R$ 350.000|2 quartos|55m²|R$ 0|1 vaga|Natal, Ponta Negra | |1
993|Apartamento para venda tem 57 metros quadrados com 2 quartos sendo 1 suíte.|R$ 210.000|2 quartos|57m²|R$ 0|1 vaga|Natal, Pitimbu | |1
994|Apartamento para venda com 98 metros quadrados com 3/4 sendo 2 suítes em Lagoa Nova - Nata|R$ 750.000|3 quartos|98m²|R$ 630|2 vagas|Natal, Lagoa Nova | |2
995|Apartamento para venda tem 150m 3/4 mais escritório|R$ 630.000|4 quartos|150m²|R$ 1.370|2 vagas|Natal, Barro Vermelho | |2
996|Apartamento para venda possui 110 m3 com 3 quartos - 2 suítes - 1 master c/ closet + roupa|R$ 649.900|3 quartos|110m²|R$ 1|2 vagas|Natal, Tirol | |2
997|Apartamento para venda tem 252 m² - Tirol|R$ 500.000|4 quartos|252m²|R$ 1.260|2 vagas|Natal, Tirol | |2
998|Apartamento no Edifício Sol e Mar disponível para venda|R$ 180.000|3 quartos|75m²|R$ 0|2 vagas|Natal, Capim Macio | |2
999|Apartamento Flat Ponta Negra RN para venda com 36 metros quadrados com 1 quarto|R$ 165.000|1 quarto|36m²|R$ 896|1 vaga|Natal, Ponta Negra | |1
1000|Apartamento para venda com 44 metros quadrados com 2 quartos em Emaús - Parnamirim - RN|R$ 170.000|2 quartos|44m²|R$ 236|1 vaga|Parnamirim, Emaús | |1
1001|Deixe seu imóvel conosco para vender ou alugar... temos clientes interessados nele!!!|R$ 100.000|1 quarto|50m²|R$ 0|1 vaga|Natal, Lagoa Nova | |1
1002|Apartamento para venda com 74 metros quadrados com 3 quartos em Nova Parnamirim - Parnamir|R$ 339.900|3 quartos|74m²|R$ 360|2 vagas|Parnamirim, Nova Parnamirim | |2
1003| | | | | | | | | 
1004|Apartamento para aluguel e venda com 60 metros quadrados com 1 quarto|R$ 2.000|1 quarto|60m²|R$ 0|1 vaga|Natal, Petrópolis | |1
1005|Apartamento para venda com 224m² 4 suítes sendo 1 master c/ Hidro e closet|R$ 1.750.000|4 quartos|224m²|R$ 1.700|4 vagas|Natal, Tirol | |4
1006|Apartamento para venda tem 113m em lagoa nova|R$ 665.000|3 quartos|113m²|R$ 770|2 vagas|Natal, Lagoa Nova | |2
1007|Flat para Venda em Natal, Ponta Negra, 1 dormitório, 1 banheiro, 1 vaga|R$ 290.000|1 quarto|34m²|R$ 748|1 vaga|Natal, Ponta Negra | |1
1008|Apartamento para venda possui 158 metros quadrados com 4 quartos 3 Suítes vista Mar Solar |R$ 1.300.000|4 quartos|158m²|R$ 1.200|2 vagas|Natal, Capim Macio | |2
1009|Apartamento com 2/4 para Locação e Venda - 53 m² -  Locação R$ 1.580,00 - Venda R$ 218.000|R$ 218.000|2 quartos|53m²|R$ 0|1 vaga|Natal, Cidade da Esperança | |1
